Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
-0.8407176401033468,-1.1432768970990719,-1.3065501393099495,-0.6311298524447548,-1.564995021334702,-2.18564009389306,-0.8414196822484987,-1.0633015338830096,0.28907681614939457,0.36760001107108625,1.4238147552731442,1.8390488460446244,0.6807612598394652,2.402084354008041,1.9256527227088471,0.8383402250231755
-0.8291571813163829,-1.0138866346107658,-1.395859827176428,-0.4344286195709476,-1.969712015052066,-3.6859041235142294,-0.8260711921701801,-1.0441783795768158,0.6974512037613528,-0.4628894961022834,0.23104555751639735,2.495357614899928,0.3679531434434015,3.100779722638113,2.689602812039613,0.7711099855398136
-0.807127516489307,-1.078789428663038,-1.2523105996262915,-0.5857130978590845,-1.5142356959400742,-2.0452609364735164,-0.8086739977269216,-1.0080469559011311,0.578173991442675,0.5183978269544441,1.2528189192485686,1.7647779208929548,0.6031068823115373,2.2350090033425056,1.8412881190369697,0.9167213796934007
-0.7857116813323354,-0.9771793166631693,-1.27877833340086,-0.4392741445349705,-1.7415542789274052,-2.7421099833369262,-0.7739467794753209,-0.9733011336165575,0.6712349632298289,-2.2416846751836803,0.5150302487235489,2.0816390240040037,0.4017031965576358,2.5149822211915613,2.2041689767981167,-0.19797805917139474
-0.7812102637515707,-1.097343750575019,-1.3804201974607333,-0.26665356768913323,-2.1179148278934306,-4.534861689957138,-0.7842574719349354,-0.9660442546247985,0.47600279152595926,0.8047427682923781,1.8749235178235315,2.7652287282495807,0.11826392070710212,3.2708624161899897,3.0133515118193683,0.9396053753251253
-0.7764701346324321,-1.0283110332601455,-1.2554096838526827,-0.46165199770449933,-1.670900398954202,-2.5053244779203334,-0.7781113588401163,-0.9584196997484185,0.5287761004211667,0.5078900982449744,1.1856533022131777,2.007054277539742,0.4046606480204431,2.411297698006934,2.1180566283991253,0.9555730095141034
-0.769718008261285,-0.8644860772636641,-1.273035163143854,-0.40541754437727257,-1.7694031763144975,-2.8414350580044445,-0.765684791380646,-0.9475889766853607,0.258090269419728,-0.6569153397186053,-0.33941532824424864,2.1633832131196007,0.32029349397081885,2.561055654004968,2.2990389586588753,0.9127362271945723
-0.7682857390310417,-1.0525772490404028,-1.2503195053870517,-0.43436670286320034,-1.693100610905323,-2.577508985788024,-0.7698157854279835,-0.9452960786927064,0.42677900179875067,0.4772211344565452,1.5764043906521334,2.0354830823967753,0.3683902008688103,2.420537893281597,2.1508288320088673,0.7514668319868079
-0.7626248654067466,-1.024792431972008,-1.2440484836837236,-0.42502844074464086,-1.6920402305033428,-2.5740166396763535,-0.763199477888752,-0.9362490737243238,0.44469968032026946,0.27742923640113826,1.3601836206981175,2.0383690977166875,0.35044513716672643,2.4092351843867807,2.1541592443371536,0.8908065520307984
-0.7575437198042168,-1.0422781070736669,-1.2009455875111308,-0.47527689777403004,-1.550228932460531,-2.14401004391874,-0.7606469937619419,-0.9281493875821883,0.6916384492564808,0.7868298481291075,1.6296468631966547,1.819080350715376,0.42683178220310375,2.1683960227690893,1.9029287279962284,0.9155774318322764
-0.7547132829920692,-1.0010675394668493,-1.2437457303556008,-0.3965044915355836,-1.7243393219576377,-2.68247646318685,-0.7552733429686573,-0.9236459680286467,0.4292943030511832,0.2687114908015754,1.2260834354493995,2.093135834653844,0.30489453356645196,2.447280085744687,2.217480777243443,0.9896070042583796
-0.7487795961810612,-1.0113666814335853,-1.2796155442244048,-0.3100697837521753,-1.8873855672739643,-3.307251891361695,-0.7492951564611284,-0.9142246410259309,0.7465317154166216,0.25551728540344915,1.4262628445592629,2.3558979805619913,0.18297678850659302,2.71539678713615,2.5244973415611054,0.8190618980852714
-0.7482339698076351,-1.0018655246396229,-1.2310440623507661,-0.3847326297321978,-1.7139181565062278,-2.6470042082401135,-0.7504706425721595,-0.9133596377971261,0.23047854976835622,0.6009872442471383,1.3323265286046482,2.0627505523297875,0.29851154479780273,2.3988940868055093,2.1823206929043786,0.5726946909757757
-0.7464947857423396,-0.9923830341654921,-1.2096156809565908,-0.4141953317608542,-1.6394426537756615,-2.4062656046727278,-0.7481532556675555,-0.9106039207296145,0.9987791885156098,0.48306980019955237,1.257347338391916,1.9475215303165754,0.3407465403432514,2.27414305957387,2.0496298464748985,0.6431847810807636
-0.7464947857423396,-0.999480902281217,-1.2611694830091185,-0.3352840421041126,-1.8257085677252933,-3.053971604246205,-0.7487577913818,-0.9106039207296145,0.6433697923495317,0.6044837408638641,1.3330211535682406,2.2581000820941175,0.21504687443796752,2.603000703168598,2.40960766206101,0.9814789054516367
-0.7458127527755571,-1.0191598699630138,-1.250562577886858,-0.3493127416652041,-1.7904277849921426,-2.9188865084079416,-0.7472128667787307,-0.9095238647917894,0.29290606675572856,0.43063071936644315,1.5560809652950813,2.198010357539525,0.237021199800262,2.536575681525579,2.339381244503052,0.922108125968009
-0.7449943132154181,-0.9838525260027392,-1.2194663084005644,-0.3957970591269653,-1.6794264455201775,-2.532817831437163,-0.7454328449534552,-0.9082282525719428,0.6001686932186691,0.2374507296723711,1.1894748819882164,2.016445777720226,0.3080762761623809,2.342269780818871,2.1288760996093026,0.8313240114748595
-0.7449602115670789,-1.0056547875653103,-1.2261523827658878,-0.3868312845777645,-1.7023248578857653,-2.608081541160638,-0.7459366247153256,-0.9081742790093235,0.26996024549378256,0.3450421898790778,1.4224944570886664,2.056587342864781,0.2916010729295221,2.384283636376664,2.175197658356012,0.9478440901111813
-0.7426071978316792,-1.01086269079815,-1.2566960896778379,-0.32765721969548484,-1.8258211839646106,-3.0544135849059546,-0.7447611386042947,-0.9044522290101599,0.41945275169873664,0.5786390626497893,1.5145056182093655,2.258404845415605,0.20391742429885237,2.5933275310721284,2.4099645345235228,0.9850325869253626
-0.7404587939863142,-1.0279190405436955,-1.2060535244744124,-0.40265147927888345,-1.6461939608380067,-2.4272167357470282,-0.7445596266995466,-0.901057420349395,0.500025897651302,0.9661148310780239,1.7343615092540634,1.9687552438989648,0.3145895842850566,2.281555689891376,2.0740045417371196,0.9708499236332077
-0.7391288297010883,-1.0214324944024344,-1.1701665892573676,-0.4505628029608529,-1.5212078167733205,-2.0640953255070844,-0.7443917001122564,-0.8989575817684071,0.39652630445163206,1.197240874849542,1.6831018025390103,1.769088811686692,0.39386275868681137,2.0741547576321433,1.8461732786888527,0.7252180952187781
-0.7338089725601845,-1.0099713740262206,-1.2411135226104093,-0.3158595273908337,-1.8099928174818358,-2.992978371024982,-0.7381112457476051,-0.8905712493691142,0.3914851491184908,0.9971904141415934,1.6382911839056804,2.225603655889617,0.19218159022671713,2.5357231535198514,2.371594840533271,0.7849905733107306
-0.732342601681602,-0.8454930968356544,-1.2000212155818895,-0.37408114813152116,-1.6679552856568927,-2.495892810854832,-0.7244756068596458,-0.8882632813629525,0.14733153232919916,-1.399785581351763,-0.002744029114298548,1.9896963957113918,0.2828696762097402,2.283733999638291,2.0980773666755335,0.5667550938229065
-0.7301600961878979,-0.9266542554606996,-1.0551779177426366,-0.5950681289006835,-1.1122911453941209,-1.1489358865375758,-0.7295805751132661,-0.8848310764923948,0.2463119888670483,0.026835034204363974,0.8158676430280649,1.1962086780102859,0.6183400623131633,1.5000258137127866,1.209509704433018,0.9224145528425273
-0.7288642335510112,-0.9232943178911254,-0.9731026004820497,-0.690684719311358,-0.8125005423015127,-0.6545169165658121,-0.730789646541755,-0.8827948452648997,-0.17921706009266683,0.5198271097997388,0.8005245025843857,0.7838798486942246,0.8074689060544643,1.1259774729956187,0.7669012919942211,-0.02588547438016284
-0.7286255220126372,-0.9732733892385396,-1.2847567716608737,-0.22286586249811244,-1.9890981628480093,-3.783111793110245,-0.7302186961449686,-0.8824198844701838,0.4777602652512856,0.4540152973221242,1.3207691479760992,2.53322039041095,0.05869024539259122,2.8577035141077567,2.7346866256880547,0.8914038325156677
-0.7279093873975155,-0.928548886923543,-1.2186703150757388,-0.33351643172769296,-1.748821532952554,-2.7676822649759942,-0.7279684798752808,-0.8812952471131653,0.5577457734980154,0.15126954454489808,0.867386187595989,2.1314361970160336,0.2131603466463455,2.42108498802543,2.261900959026567,0.9558540153250225
-0.7263748132222548,-0.9961162981316852,-1.1712037156272024,-0.4037263047597544,-1.5791858228389024,-2.2262866953241467,-0.7304202080497167,-0.8788865645067496,0.5267692091734797,0.9360752152231677,1.59947083192579,1.8626168476854763,0.3181941998869075,2.1392925962428957,1.952512413587723,0.896460792019519
-0.7256927802554723,-0.9535197562774179,-1.157399084814076,-0.42202818443834267,-1.5312931604369304,-2.0915867660171004,-0.7252816544786386,-0.8778165867883188,0.5692340549956597,0.057712350138525215,1.1562991978928754,1.787897705911322,0.34734318193040664,2.06222104375671,1.8675044717689215,0.8374001037078607
-0.7242264093768899,-0.9948749878629262,-1.1220969465635813,-0.4748398472937124,-1.3993547067543175,-1.7535529184451322,-0.7293454778910599,-0.8755172758441889,0.49187803449264905,1.145427065028486,1.6182541334157061,1.5985403208318532,0.4233158192230407,1.8710953410241198,1.6539964121298132,1.0195887440567084
-0.7238853928934986,-0.9594603125636239,-1.2416970989573946,-0.2735487482653086,-1.8572159240462673,-3.180464788663942,-0.7254495810659287,-0.8749827736595528,0.4608526378720165,0.44417811491071246,1.2448998687221198,2.2990929201594703,0.1358180263471059,2.5895398229836957,2.4576750866738966,0.6374277117448007
-0.7238171895968204,-0.8994900935266859,-1.1350732528036303,-0.45310154363747895,-1.4511110182834503,-1.880798512355771,-0.7218895374153778,-0.8748758843755844,0.5116498787418898,-0.23966731565552427,0.6343726440929163,1.6739424254130069,0.3899842064836389,1.9443808636266073,1.7386847455613401,1.0116305770443774
-0.7233397665200726,-0.9280868955077263,-1.1112692423312274,-0.4854624830556843,-1.3652214340427167,-1.6730828845892987,-0.7230986088438667,-0.8741277472596054,0.7234772896613558,0.08978227289658534,0.9283605631372224,1.544399768167111,0.4440552135638415,1.8163741192077447,1.5934579268336935,0.8655668711739533
-0.7206798379496208,-1.0012868687248624,-1.2115350025320124,-0.3158856647627218,-1.7553268882562372,-2.790778996233603,-0.7249122159866003,-0.8699625648482173,0.5688576979501543,0.9653648920982313,1.7416842548944842,2.139011189187759,0.19007697698549827,2.411408459519489,2.2706996849952694,0.8664877549276494
-0.7187360439942905,-1.0047588042134228,-1.2422591522572861,-0.2585221966049955,-1.8744067564933509,-3.2519973525045867,-0.7228299263042025,-0.8669219961360557,0.45914466872721066,0.9355415676572901,1.809253165699857,2.338704438887117,0.10635964665357066,2.619210482710549,2.504245634900313,0.9595606812174104
-0.718054011027508,-1.0030601691088041,-1.2515960377302366,-0.23979182769177537,-1.9113327781626366,-3.412179141270624,-0.7224269024947062,-0.865855771557343,0.498702556687681,0.9894346074394327,1.8008189932359118,2.401009190651272,0.0804837194064405,2.6849239455456395,2.577740512882662,0.9522946083865356
-0.7179858077308297,-0.9368087334487457,-1.259950952267143,-0.21899404692048163,-1.9483224494925973,-3.582459084328745,-0.7179600552727885,-0.8657491678567212,0.8150638602113933,0.12888767470155701,1.0949524258172465,2.4533294922018047,0.06027624079635808,2.7417983040378955,2.63968842672048,0.622754032593911
-0.717269673115708,-0.9408173256324466,-1.2510986224211018,-0.23261192454485236,-1.918018542411545,-3.4421947834035964,-0.7184974203521169,-0.8646300258668173,0.24748575673182516,0.37281632483311844,1.1467951309416622,2.403453924626326,0.07742609048101384,2.685581801802027,2.5806304232339503,0.6855564266423532
-0.7168945549839777,-0.9381993742761529,-1.0404766543383974,-0.5634612929104258,-1.1260510985710745,-1.1745847101879552,-0.7193706386060257,-0.8640439564549766,0.6053860278161566,0.6163239791769103,1.1251036250521151,1.2052894032150794,0.57502527783435,1.481728347479648,1.219404483121726,0.6219004803059435
-0.7164853352039081,-0.9809079140494048,-1.1162898058056754,-0.4520748501469538,-1.4165069829360246,-1.7950050479163044,-0.7207476366218047,-0.8634047212251283,0.4233738404322267,0.9656067179151936,1.5826102323081828,1.6180046474039358,0.3928583244819666,1.8732467994952637,1.6758159979379557,0.8476484566283601
-0.7162807253138733,-0.9456005700891312,-1.2135563146906014,-0.2957559880387064,-1.7813797025651843,-2.8852861088909094,-0.7178257140029564,-0.8630851483910249,0.5772756768426134,0.43390277072628547,1.2108960580677748,2.181622409935846,0.1610955483971764,2.4455783861427047,2.320277006702946,0.8740462844989656
-0.7158374038854647,-0.9949216536625035,-1.2162269917900796,-0.2883544776031796,-1.794433542192352,-2.9338944164292826,-0.720982733844011,-0.8623928436641806,0.6126369413158569,1.1379353999241,1.7447416363222614,2.2007472481865498,0.15234110199572978,2.4646964944915917,2.342573792884766,0.8066115314140665
-0.7155304890504126,-0.8678460148332383,-0.9767898646349523,-0.6457584129183709,-0.8852729575093683,-0.7642761934327857,-0.714937376701566,-0.8619136381886736,0.6345110189678654,0.017263924564058432,0.4403190025636281,0.8869351899243982,0.717935077207106,1.1917026832638598,0.8762983740813672,0.401261450707473
-0.7140641181718301,-0.8945901845710561,-1.1164061357513817,-0.44265460242654453,-1.4283475224427271,-1.8240301003385593,-0.7120490394001756,-0.859625029015742,0.36451148850496995,-0.2588114661094907,0.7230989535995448,1.634798195321319,0.3788476641347815,1.8844135738064904,1.694665054098387,0.832184663339145
-0.7138936099301345,-0.9646635492165059,-1.137584292468586,-0.41008762606837834,-1.5081228799837403,-2.0288611420845952,-0.7178928846378724,-0.8593590106633717,0.2228320681863517,0.9106950914843928,1.4467394288067956,1.7549111921558653,0.3277828674593671,2.0026212807737083,1.8301124117526586,0.8950321740499989
-0.7120862225681608,-0.9351380978238739,-1.1923953668421616,-0.3127856265820518,-1.7234525035308244,-2.679439695300416,-0.7135939640032448,-0.856540492297137,0.2212474326754899,0.42311630933160244,1.162882325205431,2.084433406158081,0.188205520139579,2.333700867438479,2.2074035773200396,0.7682568719354187
-0.7105175467445609,-0.9196310526242982,-1.151312097766349,-0.37747936894011397,-1.5727176333265103,-2.207681193208243,-0.711444503685931,-0.8540961134622683,0.26839557479317355,0.3091723617153638,1.0258167949925223,1.8558597969717514,0.27651771585871615,2.0961241358269533,1.9448072553939166,0.9934627612533686
-0.7103470385028653,-0.9411953186090227,-1.1364341094206158,-0.39728694491709615,-1.521283794223187,-2.064301343297826,-0.7120826247176336,-0.8538305243298382,0.09572469803134809,0.4658772076915071,1.2510452095922318,1.7721983600786957,0.31065340787772233,2.011933638852006,1.8496979409946104,0.8182014752395956
-0.7098355137777784,-0.8856723502718115,-1.1541994651790861,-0.37087630251407655,-1.5858748626069386,-2.2456680412664345,-0.7072463390036776,-0.8530338836707201,0.5189147064919983,-0.3702573337250142,0.6939224873824752,1.8770351440354245,0.2659299332387178,2.115938699141149,1.9689655483021364,1.0248722029468547
-0.7092216841076742,-0.9857331577257108,-1.1571485672350865,-0.361194076228337,-1.602692561535961,-2.2950406493741617,-0.7138290612254511,-0.8520781595689406,0.29189085615441535,1.0231642663944986,1.7432591738540049,1.898151476423596,0.2555868318548528,2.1358959098578763,1.993090880332745,0.8779448679704723
-0.7089829725693002,-0.9355347571202821,-1.1592132662344328,-0.35563544174914175,-1.6130051970392425,-2.3257817449949147,-0.7105377001145643,-0.8517065615603737,0.5311635453989645,0.4296338047741454,1.2118022257683219,1.9116719946032426,0.2494068575900954,2.1490547131903566,2.008556027135215,0.803649175941839
-0.7088465659759438,-0.9466832166393272,-1.1371041093670213,-0.3948784774916772,-1.5254197492548645,-2.075540780064732,-0.7121833806700076,-0.8514942362568036,0.643371809202814,0.775373913310413,1.330325264756484,1.7860564221093609,0.30071633550164023,2.0224039581979243,1.8654150773934415,1.0551207494035175
-0.7082668379541786,-0.9740433749315668,-1.1898154158510297,-0.3050376792247462,-1.7273746417544893,-2.692896252619052,-0.710168261622526,-0.850592007492277,0.8240742642897001,0.49619319590860256,1.6304485112111904,2.095331109285304,0.17343510682368107,2.335964765626914,2.220023785216864,0.9083175425033313
-0.706766365427257,-0.9598849713397783,-1.1992693407693955,-0.28195173098394627,-1.7703838456612688,-2.844999413605597,-0.7104369441621903,-0.8482579263532678,0.7152870318393006,0.8377473789462947,1.500532675237652,2.161742436619856,0.1430582859684344,2.4016882976904195,2.297129662195427,0.8148403984007415
-0.70625484070217,-0.9411626525493187,-1.1521263070294265,-0.3587815950240974,-1.5961260942881554,-2.2756523035660274,-0.7085225810670827,-0.8474625784234981,0.6673559432036509,0.5652620395089784,1.3100106431794476,1.8892578902872785,0.2510433849882795,2.1201560276419165,1.9829258083056482,0.915751714979867
-0.705675112680405,-0.9245309615799269,-1.1536634043076774,-0.35379746238060084,-1.6047909734080517,-2.3012667800485933,-0.7069104858290973,-0.8465614091900855,0.6938956747780233,0.3651847569490549,1.1454404072891484,1.9020028726667464,0.2442455019496673,2.131723892884971,1.9974947788469921,0.8968116485006453
-0.7052317912519963,-0.8395105413298304,-1.149247189884687,-0.3578930867100114,-1.5917887556380272,-2.2629239170743984,-0.704022148527707,-0.8458724402119134,0.19081977839935052,-0.1060127400726154,0.30958846411549595,1.8796074190623426,0.2521754789684962,2.1081031612302494,1.9719025311908676,0.8240041192751135
-0.7049589780652833,-0.9905957340416768,-1.178748038415995,-0.3106572897865132,-1.7006611009157495,-2.602541516901998,-0.7106720413843964,-0.845448526376009,0.7042594688966043,1.2321612094551992,1.860334478261864,2.052674177279779,0.1814519634118607,2.2840075470102064,2.1706765835683037,0.9092927036630164
-0.703015184109953,-0.9404253329159955,-1.1705014649514272,-0.3171324956760352,-1.6781169391869146,-2.528576771413939,-0.7050632933689058,-0.8424296636880134,0.39903928326695376,0.5197803324899735,1.349214782844211,2.0175796307964586,0.1902232538114464,2.243373175745144,2.1301828069850663,0.9291683110857388
-0.701923931363101,-0.9400053407197986,-1.107886338383256,-0.41313279444716544,-1.448298644588021,-1.8737147568136165,-0.70533197590857,-0.8407360260160868,0.311728462043955,0.7811738705703233,1.3606075966306899,1.6679079236820795,0.3308236523866547,1.8905373428869925,1.7318909561386004,0.9523969796966345
-0.7002529505944838,-0.9625822545553535,-1.1517278132504412,-0.336585727253408,-1.621106865239021,-2.3501863207525293,-0.7027794917817599,-0.8381442591370193,0.7181283706665019,0.6093498685272029,1.62508778203322,1.9273179809283385,0.21911868935663573,2.1450438038720767,2.0264699156193866,0.8986822723504528
-0.7001165440011273,-0.950267150046873,-1.1538598657106476,-0.33387976432342087,-1.6281795826157746,-2.3716773980003447,-0.7038542219404168,-0.8379327719952229,0.18706716821767702,0.8426834579994246,1.4953458879193968,1.9405282750655624,0.21339438956786172,2.1581203751725098,2.0416097063363416,0.9669520272174794
-0.7001165440011273,-0.9340274517939317,-1.1590129130855256,-0.32477424800765614,-1.6481701609834334,-2.4333808023935437,-0.7028130770992179,-0.8379327719952229,0.9024786003089829,0.6419521514022608,1.3240418691909892,1.970327380594912,0.20135536352921451,2.1884035796278876,2.075810611964488,0.9242563203498941
